latecny Avg(),Latency SD (),latency max (),\nTransfer/sec:,,If SLA Violation,,,
96.18,248.07,1.85s,1876.36\nTransfer/sec:,"626.63KB\n"")",1,,,
45.82,91.18,980.48,1882.69\nTransfer/sec:,"628.74KB\n"")",0,,,
54.49,150.7,1.82s,1883.12\nTransfer/sec:,"628.88KB\n"")",0,,,
50.81,125.51,1.95s,1885.98\nTransfer/sec:,"629.84KB\n"")",0,,,
33.05,10.18,74.43,1882.99\nTransfer/sec:,"628.84KB\n"")",0,,,
33.4,10.28,81.73,1883.04\nTransfer/sec:,"628.86KB\n"")",0,,,
126.85,327.29,3.78s,1884.05\nTransfer/sec:,"629.19KB\n"")",1,,,
74.14,169.35,1.74s,1881.78\nTransfer/sec:,"628.44KB\n"")",1,,,
72.45,196.21,1.83s,1880.91\nTransfer/sec:,"628.15KB\n"")",1,,,
100.39,321.58,7.17s,1870.28\nTransfer/sec:,"624.60KB\n"")",1,,,
30.54,9.85,70.72,1879.44\nTransfer/sec:,"627.66KB\n"")",0,,,
81.87,242.92,1.81s,1878.50\nTransfer/sec:,"627.34KB\n"")",1,,,
66.95,153.83,1.33s,1876.27\nTransfer/sec:,"626.60KB\n"")",1,,,
94.13,271.84,2.79s,1875.26\nTransfer/sec:,"626.26KB\n"")",1,,,
62.9,116.29,1.02s,1865.33\nTransfer/sec:,"622.94KB\n"")",1,,,
76.29,211.61,1.97s,1870.14\nTransfer/sec:,"624.55KB\n"")",1,,,
44.54,87.36,967.17,1870.19\nTransfer/sec:,"624.57KB\n"")",0,,,
38.37,63.91,979.97,1870.18\nTransfer/sec:,"624.56KB\n"")",0,,,
44.9,20.37,264.7,1863.05\nTransfer/sec:,"622.18KB\n"")",0,,,
40.91,19.04,329.98,1860.20\nTransfer/sec:,"621.23KB\n"")",0,,,
46.83,92.14,1.01s,1863.31\nTransfer/sec:,"622.27KB\n"")",0,,,
259,833.29,7.44s,1859.58\nTransfer/sec:,"621.02KB\n"")",1,,,
66.29,124.88,1.06s,1848.11\nTransfer/sec:,"617.19KB\n"")",1,,,
57.26,165.45,1.78s,1852.35\nTransfer/sec:,"618.61KB\n"")",0,,,
67.79,217.25,3.86s,1847.78\nTransfer/sec:,"617.08KB\n"")",1,,,
30.54,9.93,80.64,1841.52\nTransfer/sec:,"614.99KB\n"")",0,,,
46.31,94.67,992.77,1835.81\nTransfer/sec:,"613.08KB\n"")",0,,,
71.32,189.81,1.83s,1830.66\nTransfer/sec:,"611.36KB\n"")",1,,,
143.41,404.62,3.84s,1826.06\nTransfer/sec:,"609.83KB\n"")",1,,,
51.28,112.02,1.03s,1819.04\nTransfer/sec:,"607.48KB\n"")",0,,,
79.59,240.61,1.81s,1809.29\nTransfer/sec:,"604.23KB\n"")",1,,,
33.14,10.24,68.61,1806.33\nTransfer/sec:,"603.24KB\n"")",0,,,
34.61,10.39,79.55,1801.91\nTransfer/sec:,"601.76KB\n"")",0,,,
130.45,356.49,3.85s,1798.52\nTransfer/sec:,"600.63KB\n"")",1,,,
63.96,171.73,1.72s,1794.29\nTransfer/sec:,"599.22KB\n"")",1,,,
54.79,136.62,1.75s,1789.32\nTransfer/sec:,"597.56KB\n"")",0,,,
41.6,80.1,980.99,1783.36\nTransfer/sec:,"595.57KB\n"")",0,,,
44.03,92.5,981.5,1778.63\nTransfer/sec:,"593.98KB\n"")",0,,,
32.19,11.61,76.35,1773.41\nTransfer/sec:,"592.24KB\n"")",0,,,
34.09,10.44,75.71,1766.87\nTransfer/sec:,"590.06KB\n"")",0,,,
33.02,10.35,81.28,1760.61\nTransfer/sec:,"587.97KB\n"")",0,,,
66.38,117.26,1.04s,1751.93\nTransfer/sec:,"585.07KB\n"")",1,,,
147.69,405.77,3.92s,1755.86\nTransfer/sec:,"586.38KB\n"")",1,,,
48.88,105.68,1.02s,1755.91\nTransfer/sec:,"586.40KB\n"")",0,,,
101.2,276.44,1.97s,1750.70\nTransfer/sec:,"584.66KB\n"")",1,,,
40.93,79.36,965.63,1746.99\nTransfer/sec:,"583.42KB\n"")",0,,,
33.14,10.21,91.84,1741.85\nTransfer/sec:,"581.70KB\n"")",0,,,
32.73,10.21,88.13,1738.22\nTransfer/sec:,"580.49KB\n"")",0,,,
348.9,811.65,7.70s,1725.45\nTransfer/sec:,"576.22KB\n"")",1,,,
82.23,160.91,1.29s,1730.60\nTransfer/sec:,"577.94KB\n"")",1,,,
42.22,87.95,985.09,1731.04\nTransfer/sec:,"578.09KB\n"")",0,,,
64.65,191.28,2.58s,1728.27\nTransfer/sec:,"577.17KB\n"")",1,,,
42.64,81.77,966.66,1727.46\nTransfer/sec:,"576.90KB\n"")",0,,,
67.23,171.83,1.88s,1723.11\nTransfer/sec:,"575.44KB\n"")",1,,,
33.68,10.48,88.19,1728.31\nTransfer/sec:,"577.18KB\n"")",0,,,
43.31,33.51,1.25s,1723.55\nTransfer/sec:,"575.59KB\n"")",0,,,
99.93,251.74,2.04s,1723.31\nTransfer/sec:,"575.51KB\n"")",1,,,
56.04,125.45,1.79s,1730.04\nTransfer/sec:,"577.76KB\n"")",0,,,
142.11,372.28,3.62s,1724.29\nTransfer/sec:,"575.84KB\n"")",1,,,
110.01,295.88,2.10s,1731.94\nTransfer/sec:,"578.39KB\n"")",1,,,
32.16,17.32,270.59,1733.75\nTransfer/sec:,"579.00KB\n"")",0,,,
33.17,10.24,80.06,1733.95\nTransfer/sec:,"579.06KB\n"")",0,,,
33.33,10.21,87.94,1732.95\nTransfer/sec:,"578.73KB\n"")",0,,,
46.21,112.74,1.72s,1731.80\nTransfer/sec:,"578.35KB\n"")",0,,,
50.83,112.48,1.74s,1734.00\nTransfer/sec:,"579.08KB\n"")",0,,,
44.7,92.39,988.16,1733.67\nTransfer/sec:,"578.97KB\n"")",0,,,
63.35,163.9,1.74s,1734.02\nTransfer/sec:,"579.09KB\n"")",1,,,
56,123.44,1.01s,1736.07\nTransfer/sec:,"579.77KB\n"")",0,,,
44.56,87.77,989.7,1736.23\nTransfer/sec:,"579.83KB\n"")",0,,,
48.99,103.45,979.97,1735.03\nTransfer/sec:,"579.42KB\n"")",0,,,
37.51,57.26,989.7,1717.40\nTransfer/sec:,"573.54KB\n"")",0,,,
33.17,10.21,81.28,1727.43\nTransfer/sec:,"576.89KB\n"")",0,,,
74.75,218.92,1.81s,1718.45\nTransfer/sec:,"573.89KB\n"")",1,,,
50.54,109.32,998.91,1715.46\nTransfer/sec:,"572.89KB\n"")",0,,,
45.86,94.75,1.01s,1714.07\nTransfer/sec:,"572.42KB\n"")",0,,,
44.62,94.66,1.69s,1711.35\nTransfer/sec:,"571.52KB\n"")",0,,,
50.37,125.16,1.71s,1711.33\nTransfer/sec:,"571.51KB\n"")",0,,,
137.62,415.67,3.50s,1711.36\nTransfer/sec:,"571.52KB\n"")",1,,,
48.69,105.73,1.69s,1711.29\nTransfer/sec:,"571.50KB\n"")",0,,,
32.4,12.03,86.4,1712.15\nTransfer/sec:,"571.78KB\n"")",0,,,
33.39,10.28,75.65,1711.20\nTransfer/sec:,"571.47KB\n"")",0,,,
33.84,10.3,80.77,1706.47\nTransfer/sec:,"569.89KB\n"")",0,,,
56.75,105.43,1.74s,1698.10\nTransfer/sec:,"567.09KB\n"")",0,,,
51.12,107.23,999.42,1702.30\nTransfer/sec:,"568.49KB\n"")",0,,,
44.18,92.72,983.04,1699.56\nTransfer/sec:,"567.58KB\n"")",0,,,
93.13,274.05,2.74s,1696.77\nTransfer/sec:,"566.65KB\n"")",1,,,
43.4,91.62,981.5,1692.46\nTransfer/sec:,"565.21KB\n"")",0,,,
61.85,111.42,1.01s,1683.26\nTransfer/sec:,"562.13KB\n"")",1,,,
52.28,86.54,1.94s,1670.21\nTransfer/sec:,"557.78KB\n"")",0,,,
29.92,9.61,70.4,1683.65\nTransfer/sec:,"562.26KB\n"")",0,,,
91.36,233.63,1.86s,1682.59\nTransfer/sec:,"561.91KB\n"")",1,,,
42.41,78.81,960.51,1679.71\nTransfer/sec:,"560.95KB\n"")",0,,,
180.95,460.91,7.70s,1671.53\nTransfer/sec:,"558.22KB\n"")",1,,,
84.04,181.74,1.91s,1667.76\nTransfer/sec:,"556.96KB\n"")",1,,,
40.08,67.03,992.26,1668.95\nTransfer/sec:,"557.35KB\n"")",0,,,
33.6,10.28,80.96,1665.10\nTransfer/sec:,"556.07KB\n"")",0,,,
33.24,10.19,81.73,1659.02\nTransfer/sec:,"554.04KB\n"")",0,,,
110.48,280.54,2.06s,1649.77\nTransfer/sec:,"550.95KB\n"")",1,,,
60.76,149.29,1.82s,1643.77\nTransfer/sec:,"548.94KB\n"")",1,,,
66.61,167.16,1.83s,1641.10\nTransfer/sec:,"548.05KB\n"")",1,,,
110.43,314.11,3.59s,1647.44\nTransfer/sec:,"550.17KB\n"")",1,,,
68.85,198.37,1.96s,1646.31\nTransfer/sec:,"549.79KB\n"")",1,,,
33.65,10.2,70.78,1645.40\nTransfer/sec:,"549.49KB\n"")",0,,,
56.28,29.06,470.78,1628.37\nTransfer/sec:,"543.80KB\n"")",0,,,
104.88,297.21,3.59s,1637.54\nTransfer/sec:,"546.87KB\n"")",1,,,
58.25,129.51,1.04s,1637.42\nTransfer/sec:,"546.82KB\n"")",0,,,
52.78,101.29,1.02s,1628.45\nTransfer/sec:,"543.83KB\n"")",0,,,
115.56,347.79,3.92s,1584.14\nTransfer/sec:,"529.03KB\n"")",1,,,
30.36,9.83,69.31,1620.74\nTransfer/sec:,"541.25KB\n"")",0,,,
46.95,77.35,1.78s,1612.70\nTransfer/sec:,"538.57KB\n"")",0,,,
79.15,223.27,1.96s,1616.80\nTransfer/sec:,"539.94KB\n"")",1,,,
83,216.92,1.87s,1613.42\nTransfer/sec:,"538.81KB\n"")",1,,,
46.45,99.06,986.11,1619.61\nTransfer/sec:,"540.87KB\n"")",0,,,
142.95,406.82,3.92s,1617.65\nTransfer/sec:,"540.22KB\n"")",1,,,
44.6,88.89,980.48,1619.55\nTransfer/sec:,"540.86KB\n"")",0,,,
90.48,229.03,1.86s,1613.29\nTransfer/sec:,"538.77KB\n"")",1,,,
39.92,16.66,231.68,1620.66\nTransfer/sec:,"541.23KB\n"")",0,,,
121.32,536.51,7.82s,1627.71\nTransfer/sec:,"543.58KB\n"")",1,,,
73.32,172.61,1.79s,1628.46\nTransfer/sec:,"543.83KB\n"")",1,,,
67.45,140.52,1.97s,1623.30\nTransfer/sec:,"542.11KB\n"")",1,,,
48.48,98.8,1.02s,1630.47\nTransfer/sec:,"544.50KB\n"")",0,,,
49.24,125.01,1.76s,1634.24\nTransfer/sec:,"545.76KB\n"")",0,,,
58.93,173.48,3.86s,1586.93\nTransfer/sec:,"529.96KB\n"")",0,,,
37.96,17.61,199.55,1639.44\nTransfer/sec:,"547.50KB\n"")",0,,,
55.09,112.1,1.07s,1648.27\nTransfer/sec:,"550.45KB\n"")",0,,,
43.51,86.88,991.23,1654.12\nTransfer/sec:,"552.40KB\n"")",0,,,
46.47,92.95,985.09,1661.93\nTransfer/sec:,"555.01KB\n"")",0,,,
61.27,143.61,1.69s,1669.91\nTransfer/sec:,"557.67KB\n"")",1,,,
47.39,108.19,1.74s,1677.81\nTransfer/sec:,"560.31KB\n"")",0,,,
66.4,197.84,1.80s,1683.44\nTransfer/sec:,"562.20KB\n"")",1,,,
32.96,10.1,67.39,1690.57\nTransfer/sec:,"564.57KB\n"")",0,,,
97.85,343.15,6.84s,1696.83\nTransfer/sec:,"566.67KB\n"")",1,,,
87.78,284.01,3.37s,1720.36\nTransfer/sec:,"574.52KB\n"")",1,,,
56.16,120.07,1.69s,1739.08\nTransfer/sec:,"580.78KB\n"")",0,,,
331.63,844.03,7.70s,1752.67\nTransfer/sec:,"585.31KB\n"")",1,,,
45.96,100.17,1.99s,1762.08\nTransfer/sec:,"588.46KB\n"")",0,,,
29.8,9.69,65.47,1780.49\nTransfer/sec:,"594.61KB\n"")",0,,,
93.56,286.63,3.31s,1790.76\nTransfer/sec:,"598.04KB\n"")",1,,,
89.74,246.08,1.84s,1809.17\nTransfer/sec:,"604.19KB\n"")",1,,,
132.36,344.98,2.73s,1823.83\nTransfer/sec:,"609.08KB\n"")",1,,,
53.74,121.42,992.26,1837.83\nTransfer/sec:,"613.76KB\n"")",0,,,
50.95,82.3,946.69,1844.60\nTransfer/sec:,"616.02KB\n"")",0,,,
37.07,18.52,243.97,1826.73\nTransfer/sec:,"610.05KB\n"")",0,,,
33.78,10.43,90.18,1875.29\nTransfer/sec:,"626.27KB\n"")",0,,,
33.32,10.17,66.82,1889.19\nTransfer/sec:,"630.91KB\n"")",0,,,
47.17,96.04,1.01s,1907.94\nTransfer/sec:,"637.17KB\n"")",0,,,
262.21,781.02,7.70s,1929.71\nTransfer/sec:,"644.44KB\n"")",1,,,
100.14,264.65,1.84s,1950.26\nTransfer/sec:,"651.31KB\n"")",1,,,
45.52,92.76,1.00s,1966.17\nTransfer/sec:,"656.62KB\n"")",0,,,
44.25,90.59,980.99,1982.74\nTransfer/sec:,"662.14KB\n"")",0,,,
33.37,10.47,94.85,2000.65\nTransfer/sec:,"668.11KB\n"")",0,,,
91.7,250.78,1.82s,2007.00\nTransfer/sec:,"670.21KB\n"")",1,,,
130.48,426.13,3.38s,2024.59\nTransfer/sec:,"676.08KB\n"")",1,,,
113.29,371.54,3.36s,2051.22\nTransfer/sec:,"684.98KB\n"")",1,,,
84.76,248.77,1.81s,2067.68\nTransfer/sec:,"690.47KB\n"")",1,,,
102.65,266.61,1.82s,2072.51\nTransfer/sec:,"692.09KB\n"")",1,,,
31.09,11.89,114.82,2090.36\nTransfer/sec:,"698.05KB\n"")",0,,,
31.11,11.19,107.2,2103.37\nTransfer/sec:,"702.40KB\n"")",0,,,
87.07,251.35,1.78s,2116.18\nTransfer/sec:,"706.67KB\n"")",1,,,
132.42,414.69,3.38s,2125.95\nTransfer/sec:,"709.94KB\n"")",1,,,
247.18,660.35,3.43s,2136.60\nTransfer/sec:,"713.49KB\n"")",1,,,
87.31,254.07,1.85s,2144.69\nTransfer/sec:,"716.20KB\n"")",1,,,
37.38,63.94,1.02s,2151.80\nTransfer/sec:,"718.57KB\n"")",0,,,
39.69,23.85,310.53,2148.86\nTransfer/sec:,"717.59KB\n"")",0,,,
242.8,648.61,3.44s,2154.46\nTransfer/sec:,"719.46KB\n"")",1,,,
313.73,759.84,3.56s,2170.60\nTransfer/sec:,"724.85KB\n"")",1,,,
141.41,352.38,2.28s,2180.45\nTransfer/sec:,"728.14KB\n"")",1,,,
269.28,688.95,3.42s,2197.64\nTransfer/sec:,"733.88KB\n"")",1,,,
68.27,216.56,2.01s,2220.91\nTransfer/sec:,"741.65KB\n"")",1,,,
32.05,13.84,126.27,2233.69\nTransfer/sec:,"745.92KB\n"")",0,,,
90.38,254.19,1.79s,2239.52\nTransfer/sec:,"747.87KB\n"")",1,,,
121.09,251.26,1.81s,2232.96\nTransfer/sec:,"745.68KB\n"")",1,,,
164.19,458.67,3.39s,2265.04\nTransfer/sec:,"756.39KB\n"")",1,,,
228.31,622.6,3.43s,2281.90\nTransfer/sec:,"762.02KB\n"")",1,,,
132.42,440.48,3.63s,2164.99\nTransfer/sec:,"722.98KB\n"")",1,,,
32.14,14.24,129.79,2287.85\nTransfer/sec:,"764.01KB\n"")",0,,,
32.38,13.71,124.86,2284.00\nTransfer/sec:,"762.72KB\n"")",0,,,
87.09,252.39,1.78s,2283.09\nTransfer/sec:,"762.42KB\n"")",1,,,
190.64,573.16,3.45s,2285.84\nTransfer/sec:,"763.34KB\n"")",1,,,
125.21,319.91,2.02s,2287.93\nTransfer/sec:,"764.04KB\n"")",1,,,
297.38,689.62,3.43s,2287.74\nTransfer/sec:,"763.97KB\n"")",1,,,
91.79,282.62,2.90s,2227.07\nTransfer/sec:,"743.71KB\n"")",1,,,
32.67,14.73,129.98,2288.77\nTransfer/sec:,"764.31KB\n"")",0,,,
33.08,15.68,135.94,2286.75\nTransfer/sec:,"763.64KB\n"")",0,,,
93.43,258.61,1.79s,2287.60\nTransfer/sec:,"763.92KB\n"")",1,,,
134.5,375.73,3.35s,2292.79\nTransfer/sec:,"765.66KB\n"")",1,,,
117.77,309.27,1.99s,2302.53\nTransfer/sec:,"768.91KB\n"")",1,,,
318.86,774.08,3.66s,2306.52\nTransfer/sec:,"770.24KB\n"")",1,,,
35.34,51.71,996.35,2314.70\nTransfer/sec:,"772.98KB\n"")",0,,,
32.6,14.74,138.24,2319.85\nTransfer/sec:,"774.70KB\n"")",0,,,
121.6,394.91,3.37s,2321.46\nTransfer/sec:,"775.23KB\n"")",1,,,
128.36,323.47,2.00s,2321.52\nTransfer/sec:,"775.25KB\n"")",1,,,
126.75,324.61,2.09s,2319.49\nTransfer/sec:,"774.58KB\n"")",1,,,
87.68,254.27,1.79s,2317.46\nTransfer/sec:,"773.90KB\n"")",1,,,
188.31,505.25,3.96s,2318.52\nTransfer/sec:,"774.25KB\n"")",1,,,
36.27,49.44,979.97,2319.56\nTransfer/sec:,"774.60KB\n"")",0,,,
32.39,14.21,126.21,2318.36\nTransfer/sec:,"774.20KB\n"")",0,,,
92.09,262.49,1.86s,2310.62\nTransfer/sec:,"771.61KB\n"")",1,,,
397.32,940.11,4.61s,2295.70\nTransfer/sec:,"766.63KB\n"")",1,,,
90.3,260.97,1.79s,2297.59\nTransfer/sec:,"767.26KB\n"")",1,,,
96,264.57,1.78s,2299.75\nTransfer/sec:,"767.98KB\n"")",1,,,
34.95,23.35,298.5,2224.86\nTransfer/sec:,"742.97KB\n"")",0,,,
33.65,14.71,128.83,2297.49\nTransfer/sec:,"767.23KB\n"")",0,,,
146.39,515.43,4.35s,2288.59\nTransfer/sec:,"764.26KB\n"")",1,,,
356.87,775.61,3.94s,2306.67\nTransfer/sec:,"770.30KB\n"")",1,,,
148.5,371.1,2.94s,2309.46\nTransfer/sec:,"771.23KB\n"")",1,,,
93.02,258.25,1.79s,2312.62\nTransfer/sec:,"772.28KB\n"")",1,,,
94.65,264.88,1.84s,2313.75\nTransfer/sec:,"772.66KB\n"")",1,,,
32.41,14.51,126.02,2315.34\nTransfer/sec:,"773.19KB\n"")",0,,,
126.14,314.73,2.00s,2312.33\nTransfer/sec:,"772.18KB\n"")",1,,,
93.27,268.45,1.84s,2320.42\nTransfer/sec:,"774.89KB\n"")",1,,,
132.59,338.81,1.99s,2322.54\nTransfer/sec:,"775.59KB\n"")",1,,,
120.9,300.51,1.99s,2319.91\nTransfer/sec:,"774.72KB\n"")",1,,,
40.94,40.53,1.24s,2264.86\nTransfer/sec:,"756.33KB\n"")",0,,,
32.71,15.49,143.62,2333.49\nTransfer/sec:,"779.25KB\n"")",0,,,
102.44,258.16,1.79s,2328.81\nTransfer/sec:,"777.69KB\n"")",1,,,
112.41,300.74,1.85s,2334.37\nTransfer/sec:,"779.55KB\n"")",1,,,
267.47,683.8,3.42s,2335.10\nTransfer/sec:,"779.79KB\n"")",1,,,
303.36,704.13,3.63s,2334.31\nTransfer/sec:,"779.53KB\n"")",1,,,
108.73,396.82,4.12s,2252.64\nTransfer/sec:,"752.25KB\n"")",1,,,
33.51,16.04,138.5,2342.08\nTransfer/sec:,"782.12KB\n"")",0,,,
253.42,668.11,3.42s,2348.90\nTransfer/sec:,"784.40KB\n"")",1,,,
322.38,727.24,3.42s,2357.91\nTransfer/sec:,"787.41KB\n"")",1,,,
139.01,347.04,2.12s,2364.91\nTransfer/sec:,"789.74KB\n"")",1,,,
426.75,803.97,3.80s,2370.85\nTransfer/sec:,"791.73KB\n"")",1,,,
136.36,363.15,3.33s,2373.10\nTransfer/sec:,"792.48KB\n"")",1,,,
33.06,15.99,145.28,2376.70\nTransfer/sec:,"793.68KB\n"")",0,,,
235.03,626.04,3.42s,2374.61\nTransfer/sec:,"792.98KB\n"")",1,,,
263.95,658.53,3.42s,2373.78\nTransfer/sec:,"792.71KB\n"")",1,,,
97.14,267.26,1.82s,2373.79\nTransfer/sec:,"792.71KB\n"")",1,,,
104.67,272.8,1.79s,2372.71\nTransfer/sec:,"792.35KB\n"")",1,,,
306.52,710.69,3.44s,2371.71\nTransfer/sec:,"792.01KB\n"")",1,,,
66.12,135.37,2.00s,2352.57\nTransfer/sec:,"785.62KB\n"")",1,,,
32.99,14.97,134.53,2362.04\nTransfer/sec:,"788.79KB\n"")",0,,,
93.49,269.19,3.33s,2352.03\nTransfer/sec:,"785.44KB\n"")",1,,,
408.15,877.11,4.01s,2351.13\nTransfer/sec:,"785.14KB\n"")",1,,,
393.41,838.67,3.95s,2348.95\nTransfer/sec:,"784.41KB\n"")",1,,,
119.14,327.22,2.02s,2346.09\nTransfer/sec:,"783.46KB\n"")",1,,,
83.64,253.48,2.07s,2342.28\nTransfer/sec:,"782.19KB\n"")",1,,,
33.06,15.48,147.71,2335.26\nTransfer/sec:,"779.84KB\n"")",0,,,
33.36,14.73,125.76,2330.28\nTransfer/sec:,"778.18KB\n"")",0,,,
98.73,266.06,1.80s,2324.48\nTransfer/sec:,"776.24KB\n"")",1,,,
272.43,646.02,3.41s,2311.95\nTransfer/sec:,"772.06KB\n"")",1,,,
105.96,263.21,1.83s,2306.34\nTransfer/sec:,"770.18KB\n"")",1,,,
134.63,431.49,3.36s,2306.43\nTransfer/sec:,"770.21KB\n"")",1,,,
72.89,226.81,2.04s,2306.59\nTransfer/sec:,"770.27KB\n"")",1,,,
31.42,12.61,154.37,2320.36\nTransfer/sec:,"774.87KB\n"")",0,,,
242.39,650.86,3.43s,2312.73\nTransfer/sec:,"772.32KB\n"")",1,,,
184.9,560.79,3.39s,2306.43\nTransfer/sec:,"770.21KB\n"")",1,,,
114.16,279.38,1.99s,2291.90\nTransfer/sec:,"765.36KB\n"")",1,,,
143.81,346.91,2.00s,2281.07\nTransfer/sec:,"761.74KB\n"")",1,,,
75,232.64,2.03s,2154.21\nTransfer/sec:,"719.38KB\n"")",1,,,
32.13,13.69,125.44,2267.10\nTransfer/sec:,"757.08KB\n"")",0,,,
31.96,14.52,140.03,2258.06\nTransfer/sec:,"754.06KB\n"")",0,,,
92.37,258.93,1.78s,2251.51\nTransfer/sec:,"751.87KB\n"")",1,,,
272,686.49,3.44s,2234.12\nTransfer/sec:,"746.06KB\n"")",1,,,
117.91,310.58,2.00s,2237.42\nTransfer/sec:,"747.16KB\n"")",1,,,
128.9,321.55,1.99s,2237.31\nTransfer/sec:,"747.13KB\n"")",1,,,
47.31,131.76,2.00s,2241.67\nTransfer/sec:,"748.59KB\n"")",0,,,
31.96,12.68,118.14,2251.47\nTransfer/sec:,"751.86KB\n"")",0,,,
90.58,255.15,1.85s,2268.07\nTransfer/sec:,"757.40KB\n"")",1,,,
143.09,352.26,2.24s,2258.20\nTransfer/sec:,"754.11KB\n"")",1,,,
87.11,257.17,1.79s,2250.49\nTransfer/sec:,"751.53KB\n"")",1,,,
141.23,431.35,3.41s,2244.87\nTransfer/sec:,"749.66KB\n"")",1,,,
119.86,390.95,3.39s,2176.54\nTransfer/sec:,"726.83KB\n"")",1,,,
32.59,15.03,136.7,2251.35\nTransfer/sec:,"751.82KB\n"")",0,,,
31.92,13.59,121.79,2247.30\nTransfer/sec:,"750.46KB\n"")",0,,,
333.93,758.15,3.61s,2244.41\nTransfer/sec:,"749.50KB\n"")",1,,,
277.09,693.77,3.42s,2244.42\nTransfer/sec:,"749.50KB\n"")",1,,,
262.62,656.92,3.42s,2235.86\nTransfer/sec:,"746.64KB\n"")",1,,,
121.2,344.02,2.14s,2244.17\nTransfer/sec:,"749.42KB\n"")",1,,,
54.55,167.25,2.04s,2210.25\nTransfer/sec:,"738.09KB\n"")",0,,,
32.97,14.96,142.59,2240.46\nTransfer/sec:,"748.18KB\n"")",0,,,
345.57,785.31,3.97s,2235.44\nTransfer/sec:,"746.51KB\n"")",1,,,
335.9,762.48,3.96s,2232.78\nTransfer/sec:,"745.62KB\n"")",1,,,
391.59,833.49,3.96s,2220.97\nTransfer/sec:,"741.67KB\n"")",1,,,
228.93,651.01,3.41s,2132.39\nTransfer/sec:,"712.09KB\n"")",1,,,
31.5,12.48,118.78,2200.99\nTransfer/sec:,"735.00KB\n"")",0,,,
65.79,173.93,1.78s,2196.92\nTransfer/sec:,"733.64KB\n"")",1,,,
92.8,258.89,1.78s,2194.11\nTransfer/sec:,"732.70KB\n"")",1,,,
398.84,851.17,3.97s,2196.80\nTransfer/sec:,"733.60KB\n"")",1,,,
259.12,671.27,3.44s,2197.83\nTransfer/sec:,"733.94KB\n"")",1,,,
271.17,689.53,3.95s,2182.85\nTransfer/sec:,"728.94KB\n"")",1,,,
31.96,12.64,125.12,2194.19\nTransfer/sec:,"732.73KB\n"")",0,,,
89.4,236.41,1.95s,2182.74\nTransfer/sec:,"728.90KB\n"")",1,,,
316.03,758.12,4.01s,2185.23\nTransfer/sec:,"729.73KB\n"")",1,,,
86.51,256.77,1.80s,2179.45\nTransfer/sec:,"727.81KB\n"")",1,,,
113.64,303.53,1.97s,2172.51\nTransfer/sec:,"725.49KB\n"")",1,,,
90.86,257.88,1.82s,2160.65\nTransfer/sec:,"721.53KB\n"")",1,,,
87.99,274.19,2.90s,2142.87\nTransfer/sec:,"715.59KB\n"")",1,,,
39.25,22.8,280.58,2110.05\nTransfer/sec:,"704.63KB\n"")",0,,,
242.7,659.58,3.43s,2115.89\nTransfer/sec:,"706.57KB\n"")",1,,,
97.88,257.85,1.82s,2105.62\nTransfer/sec:,"703.15KB\n"")",1,,,
141.56,371.84,3.31s,2100.45\nTransfer/sec:,"701.42KB\n"")",1,,,
280.86,682.45,3.43s,2083.64\nTransfer/sec:,"695.81KB\n"")",1,,,
59.99,212.53,1.92s,2026.44\nTransfer/sec:,"676.70KB\n"")",0,,,
30.62,10.69,134.53,2073.83\nTransfer/sec:,"692.53KB\n"")",0,,,
30.92,11.71,124.16,2068.67\nTransfer/sec:,"690.81KB\n"")",0,,,
276.13,656.71,3.48s,2055.57\nTransfer/sec:,"686.43KB\n"")",1,,,
129.59,378.57,3.37s,2056.93\nTransfer/sec:,"686.88KB\n"")",1,,,
213.07,579.73,3.59s,2043.47\nTransfer/sec:,"682.39KB\n"")",1,,,
80.83,244.38,1.79s,2046.99\nTransfer/sec:,"683.57KB\n"")",1,,,
28.68,12.01,79.36,2042.10\nTransfer/sec:,"681.93KB\n"")",0,,,
31.29,11.01,112.06,2035.25\nTransfer/sec:,"679.65KB\n"")",0,,,
