latecny Avg(),Latency SD (),latency max (),\nTransfer/sec:,,If SLA Violation,,,
93.52,250.59,1.82s,2025.20\nTransfer/sec:,"676.29KB\n"")",1,,,
233.38,647.39,3.42s,2026.23\nTransfer/sec:,"676.63KB\n"")",1,,,
397.35,850.21,4.00s,2024.27\nTransfer/sec:,"675.98KB\n"")",1,,,
216.21,621.07,3.49s,2023.29\nTransfer/sec:,"675.65KB\n"")",1,,,
86.02,271.57,2.21s,1966.88\nTransfer/sec:,"656.85KB\n"")",1,,,
30.85,11.74,119.36,2018.19\nTransfer/sec:,"673.95KB\n"")",0,,,
31.34,10.14,147.58,2010.18\nTransfer/sec:,"671.28KB\n"")",0,,,
89.38,255.44,1.84s,2003.48\nTransfer/sec:,"669.05KB\n"")",1,,,
292.13,754.39,3.73s,1991.24\nTransfer/sec:,"664.98KB\n"")",1,,,
94.22,253.14,1.82s,1983.64\nTransfer/sec:,"662.45KB\n"")",1,,,
85.32,249.89,1.82s,1983.81\nTransfer/sec:,"662.50KB\n"")",1,,,
107.78,259.04,2.11s,1965.18\nTransfer/sec:,"656.29KB\n"")",1,,,
30.05,9.87,91.84,1974.00\nTransfer/sec:,"659.23KB\n"")",0,,,
82.18,244.97,1.82s,1970.05\nTransfer/sec:,"657.92KB\n"")",1,,,
276.08,666.78,3.42s,1968.19\nTransfer/sec:,"657.29KB\n"")",1,,,
269.31,676.93,3.51s,1966.23\nTransfer/sec:,"656.64KB\n"")",1,,,
81.31,250.54,1.83s,1964.01\nTransfer/sec:,"655.90KB\n"")",1,,,
42.35,29.76,547.84,1955.89\nTransfer/sec:,"653.19KB\n"")",0,,,
30.51,9.88,72.64,1960.33\nTransfer/sec:,"654.67KB\n"")",0,,,
82.72,243.72,1.83s,1959.29\nTransfer/sec:,"654.32KB\n"")",1,,,
85.22,251.82,1.84s,1956.26\nTransfer/sec:,"653.31KB\n"")",1,,,
293.15,708.94,3.61s,1956.26\nTransfer/sec:,"653.31KB\n"")",1,,,
111.18,303.96,1.99s,1950.34\nTransfer/sec:,"651.33KB\n"")",1,,,
87.09,252.09,1.80s,1949.35\nTransfer/sec:,"651.00KB\n"")",1,,,
30.46,10.38,89.09,1949.26\nTransfer/sec:,"650.97KB\n"")",0,,,
30.38,9.68,76.54,1945.34\nTransfer/sec:,"649.67KB\n"")",0,,,
172.34,544.11,3.40s,1945.53\nTransfer/sec:,"649.73KB\n"")",1,,,
332.29,783.02,3.60s,1941.42\nTransfer/sec:,"648.35KB\n"")",1,,,
129.54,342.07,2.03s,1940.41\nTransfer/sec:,"648.02KB\n"")",1,,,
80.46,246.3,1.82s,1939.51\nTransfer/sec:,"647.72KB\n"")",1,,,
35.78,61.74,987.14,1938.42\nTransfer/sec:,"647.35KB\n"")",0,,,
30.11,9.78,80.19,1934.63\nTransfer/sec:,"646.09KB\n"")",0,,,
226.68,639.87,3.42s,1929.62\nTransfer/sec:,"644.41KB\n"")",1,,,
404.96,866.67,4.00s,1925.70\nTransfer/sec:,"643.10KB\n"")",1,,,
102.42,246.07,3.29s,1907.36\nTransfer/sec:,"636.98KB\n"")",1,,,
269.46,668.27,3.41s,1916.83\nTransfer/sec:,"640.14KB\n"")",1,,,
76.9,203.03,1.93s,1918.84\nTransfer/sec:,"640.81KB\n"")",1,,,
33.11,10.26,89.28,1919.83\nTransfer/sec:,"641.14KB\n"")",0,,,
103.56,287.01,3.79s,1918.86\nTransfer/sec:,"640.82KB\n"")",1,,,
258.83,671.91,4.30s,1922.87\nTransfer/sec:,"642.16KB\n"")",1,,,
91.45,251.61,1.87s,1924.94\nTransfer/sec:,"642.85KB\n"")",1,,,
85.72,250.6,1.87s,1932.55\nTransfer/sec:,"645.39KB\n"")",1,,,
77.15,248.53,2.04s,1932.43\nTransfer/sec:,"645.35KB\n"")",1,,,
30.06,9.69,71.62,1930.55\nTransfer/sec:,"644.73KB\n"")",0,,,
81.01,243.67,1.81s,1927.77\nTransfer/sec:,"643.80KB\n"")",1,,,
54.92,118.74,1.74s,1924.62\nTransfer/sec:,"642.75KB\n"")",0,,,
220.92,705.64,7.57s,1923.64\nTransfer/sec:,"642.42KB\n"")",1,,,
108.44,251.48,1.88s,1907.38\nTransfer/sec:,"636.98KB\n"")",1,,,
40.53,90.25,1.04s,1923.54\nTransfer/sec:,"642.38KB\n"")",0,,,
29.5,9.58,72.26,1922.64\nTransfer/sec:,"642.08KB\n"")",0,,,
236.03,637.42,3.46s,1918.90\nTransfer/sec:,"640.83KB\n"")",1,,,
109.63,301.62,1.99s,1924.70\nTransfer/sec:,"642.77KB\n"")",1,,,
90,247.13,1.79s,1922.03\nTransfer/sec:,"641.88KB\n"")",1,,,
273.82,686.92,3.93s,1926.81\nTransfer/sec:,"643.47KB\n"")",1,,,
90.28,248.52,1.93s,1920.85\nTransfer/sec:,"641.49KB\n"")",1,,,
30.25,10.79,459.78,1910.73\nTransfer/sec:,"638.10KB\n"")",0,,,
29.78,9.68,80.45,1927.76\nTransfer/sec:,"643.79KB\n"")",0,,,
114.59,402.92,3.36s,1928.78\nTransfer/sec:,"644.13KB\n"")",1,,,
59.43,134.7,1.79s,1927.59\nTransfer/sec:,"643.74KB\n"")",0,,,
153.14,405.68,3.91s,1928.64\nTransfer/sec:,"644.09KB\n"")",1,,,
118.08,346.88,3.41s,1925.23\nTransfer/sec:,"642.95KB\n"")",1,,,
30.23,9.8,84.99,1936.65\nTransfer/sec:,"646.76KB\n"")",0,,,
95.81,294.09,2.52s,1938.63\nTransfer/sec:,"647.42KB\n"")",1,,,
128.86,324.29,2.00s,1934.17\nTransfer/sec:,"645.93KB\n"")",1,,,
94.33,260.71,1.83s,1944.46\nTransfer/sec:,"649.37KB\n"")",1,,,
80.69,245.26,1.83s,1944.43\nTransfer/sec:,"649.36KB\n"")",1,,,
118.99,323.63,3.59s,1941.54\nTransfer/sec:,"648.39KB\n"")",1,,,
26.98,12.53,70.46,1939.44\nTransfer/sec:,"647.69KB\n"")",0,,,
30.04,9.72,74.05,1931.51\nTransfer/sec:,"645.04KB\n"")",0,,,
96.34,241.64,1.82s,1921.95\nTransfer/sec:,"641.85KB\n"")",1,,,
113.88,311.32,1.97s,1923.68\nTransfer/sec:,"642.43KB\n"")",1,,,
130.4,342.14,3.39s,1922.77\nTransfer/sec:,"642.13KB\n"")",1,,,
48.91,102.38,995.84,1921.55\nTransfer/sec:,"641.72KB\n"")",0,,,
64.06,175.41,1.79s,1917.74\nTransfer/sec:,"640.45KB\n"")",1,,,
45.97,91.76,987.14,1913.71\nTransfer/sec:,"639.10KB\n"")",0,,,
35,31.03,562.69,1913.64\nTransfer/sec:,"639.08KB\n"")",0,,,
33.28,10.29,81.6,1911.69\nTransfer/sec:,"638.42KB\n"")",0,,,
197.7,604.58,7.70s,1908.00\nTransfer/sec:,"637.19KB\n"")",1,,,
84.08,205.67,2.02s,1899.83\nTransfer/sec:,"634.47KB\n"")",1,,,
243.38,752.41,7.83s,1891.90\nTransfer/sec:,"631.82KB\n"")",1,,,
89.69,283.34,1.99s,1846.40\nTransfer/sec:,"616.62KB\n"")",1,,,
30.07,9.67,84.86,1882.23\nTransfer/sec:,"628.59KB\n"")",0,,,
43.28,19.57,221.95,1872.63\nTransfer/sec:,"625.38KB\n"")",0,,,
276.56,843.2,7.57s,1873.27\nTransfer/sec:,"625.59KB\n"")",1,,,
51.39,107.23,1.05s,1869.39\nTransfer/sec:,"624.30KB\n"")",0,,,
245.69,720.66,7.57s,1864.47\nTransfer/sec:,"622.66KB\n"")",1,,,
41.47,44.15,917.5,1855.48\nTransfer/sec:,"619.65KB\n"")",0,,,
30.84,10.02,83.97,1858.75\nTransfer/sec:,"620.74KB\n"")",0,,,
150.69,466.47,3.45s,1849.63\nTransfer/sec:,"617.70KB\n"")",1,,,
80.62,240.25,1.81s,1848.85\nTransfer/sec:,"617.44KB\n"")",1,,,
76.16,175.15,2.00s,1840.61\nTransfer/sec:,"614.69KB\n"")",1,,,
210.64,659.01,7.70s,1834.81\nTransfer/sec:,"612.75KB\n"")",1,,,
30.33,10.21,79.17,1829.13\nTransfer/sec:,"610.85KB\n"")",0,,,
33.15,10.29,78.66,1823.69\nTransfer/sec:,"609.03KB\n"")",0,,,
70.3,173.2,1.80s,1812.73\nTransfer/sec:,"605.38KB\n"")",1,,,
55.87,124.48,1.68s,1819.03\nTransfer/sec:,"607.48KB\n"")",0,,,
42.35,85.83,966.14,1821.78\nTransfer/sec:,"608.40KB\n"")",0,,,
269.34,832.34,7.44s,1821.83\nTransfer/sec:,"608.41KB\n"")",1,,,
87.85,248.36,1.83s,1816.65\nTransfer/sec:,"606.68KB\n"")",1,,,
41.23,26.65,505.09,1817.47\nTransfer/sec:,"606.96KB\n"")",0,,,
36.29,16.78,254.34,1815.22\nTransfer/sec:,"606.21KB\n"")",0,,,
79.07,241.98,1.83s,1820.85\nTransfer/sec:,"608.09KB\n"")",1,,,
70.27,130.56,1.04s,1815.10\nTransfer/sec:,"606.16KB\n"")",1,,,
271.85,855.33,7.83s,1822.90\nTransfer/sec:,"608.77KB\n"")",1,,,
105.7,250.38,1.88s,1816.21\nTransfer/sec:,"606.54KB\n"")",1,,,
39.72,16.79,244.99,1816.42\nTransfer/sec:,"606.61KB\n"")",0,,,
110.98,406.09,5.92s,1823.93\nTransfer/sec:,"609.11KB\n"")",1,,,
103.08,259.25,1.85s,1824.01\nTransfer/sec:,"609.14KB\n"")",1,,,
233.11,641.11,3.42s,1838.12\nTransfer/sec:,"613.85KB\n"")",1,,,
92.76,248.33,1.98s,1844.55\nTransfer/sec:,"616.00KB\n"")",1,,,
86.28,280.45,4.99s,1820.98\nTransfer/sec:,"608.13KB\n"")",1,,,
30.33,9.72,66.11,1856.74\nTransfer/sec:,"620.07KB\n"")",0,,,
111.54,387.02,3.60s,1863.36\nTransfer/sec:,"622.28KB\n"")",1,,,
236.55,631.99,3.53s,1871.17\nTransfer/sec:,"624.89KB\n"")",1,,,
136.59,389.55,3.43s,1873.58\nTransfer/sec:,"625.70KB\n"")",1,,,
237.37,650.91,3.49s,1882.76\nTransfer/sec:,"628.76KB\n"")",1,,,
36.67,21.8,268.54,1891.86\nTransfer/sec:,"631.80KB\n"")",0,,,
30.32,9.86,73.02,1906.99\nTransfer/sec:,"636.86KB\n"")",0,,,
207.95,599.83,3.42s,1917.88\nTransfer/sec:,"640.49KB\n"")",1,,,
139.27,415.75,3.42s,1927.65\nTransfer/sec:,"643.76KB\n"")",1,,,
239.66,680.26,3.59s,1939.59\nTransfer/sec:,"647.74KB\n"")",1,,,
231.6,647.37,3.44s,1949.35\nTransfer/sec:,"651.00KB\n"")",1,,,
241.26,656.61,3.46s,1929.10\nTransfer/sec:,"644.24KB\n"")",1,,,
30.43,9.8,71.74,1976.99\nTransfer/sec:,"660.23KB\n"")",0,,,
30.2,9.88,75.78,1989.65\nTransfer/sec:,"664.44KB\n"")",0,,,
229.02,647.96,3.44s,1999.63\nTransfer/sec:,"667.77KB\n"")",1,,,
220.2,637.45,3.48s,2007.27\nTransfer/sec:,"670.31KB\n"")",1,,,
95.49,263.43,1.79s,2021.35\nTransfer/sec:,"675.00KB\n"")",1,,,
82.82,249.54,1.79s,2036.15\nTransfer/sec:,"679.95KB\n"")",1,,,
29.64,20.96,491.01,2052.09\nTransfer/sec:,"685.27KB\n"")",0,,,
34.96,20.39,238.98,2059.08\nTransfer/sec:,"687.60KB\n"")",0,,,
248.5,660.66,3.48s,2074.93\nTransfer/sec:,"692.90KB\n"")",1,,,
104.52,279.12,1.80s,2096.34\nTransfer/sec:,"700.05KB\n"")",1,,,
98.05,268.54,3.30s,2111.02\nTransfer/sec:,"704.95KB\n"")",1,,,
247.56,661.39,3.40s,2129.87\nTransfer/sec:,"711.24KB\n"")",1,,,
149.93,484.67,3.71s,2073.39\nTransfer/sec:,"692.38KB\n"")",1,,,
34.41,13.88,132.1,2159.09\nTransfer/sec:,"721.00KB\n"")",0,,,
70.6,76.28,1.07s,2157.43\nTransfer/sec:,"720.45KB\n"")",1,,,
102.47,272.79,3.32s,2181.83\nTransfer/sec:,"728.60KB\n"")",1,,,
85.27,254.44,1.78s,2201.24\nTransfer/sec:,"735.08KB\n"")",1,,,
87.19,255.05,1.79s,2211.95\nTransfer/sec:,"738.66KB\n"")",1,,,
141.25,343.36,2.02s,2222.85\nTransfer/sec:,"742.30KB\n"")",1,,,
35.4,61.91,1.02s,2236.44\nTransfer/sec:,"746.84KB\n"")",0,,,
31.98,13.53,135.81,2247.19\nTransfer/sec:,"750.43KB\n"")",0,,,
260.38,680.56,3.42s,2261.11\nTransfer/sec:,"755.08KB\n"")",1,,,
133,331.54,2.03s,2271.93\nTransfer/sec:,"758.69KB\n"")",1,,,
96.91,261.41,1.83s,2274.53\nTransfer/sec:,"759.56KB\n"")",1,,,
99.47,264.43,1.83s,2287.66\nTransfer/sec:,"763.95KB\n"")",1,,,
68.94,180.21,2.58s,2229.67\nTransfer/sec:,"744.58KB\n"")",1,,,
32.96,15.73,140.8,2305.62\nTransfer/sec:,"769.94KB\n"")",0,,,
99.16,258.05,1.80s,2304.58\nTransfer/sec:,"769.60KB\n"")",1,,,
114.98,280.56,3.37s,2312.67\nTransfer/sec:,"772.30KB\n"")",1,,,
140.18,347.24,2.11s,2326.26\nTransfer/sec:,"776.84KB\n"")",1,,,
106.09,284.17,1.96s,2331.44\nTransfer/sec:,"778.57KB\n"")",1,,,
131.43,330.65,2.05s,2335.23\nTransfer/sec:,"779.83KB\n"")",1,,,
32.74,15.96,148.99,2335.88\nTransfer/sec:,"780.05KB\n"")",0,,,
33.76,16.88,145.28,2348.98\nTransfer/sec:,"784.42KB\n"")",0,,,
91.24,256.31,1.78s,2352.98\nTransfer/sec:,"785.76KB\n"")",1,,,
261.54,645.52,3.46s,2356.94\nTransfer/sec:,"787.08KB\n"")",1,,,
124.37,317.18,1.98s,2364.79\nTransfer/sec:,"789.70KB\n"")",1,,,
147.83,351.93,2.06s,2369.73\nTransfer/sec:,"791.36KB\n"")",1,,,
38.53,74.83,1.05s,2311.69\nTransfer/sec:,"771.97KB\n"")",0,,,
33.27,16.37,145.02,2383.59\nTransfer/sec:,"795.98KB\n"")",0,,,
33.31,16.47,144.13,2388.59\nTransfer/sec:,"797.65KB\n"")",0,,,
94.9,263.07,1.79s,2389.46\nTransfer/sec:,"797.94KB\n"")",1,,,
184.92,459.88,3.39s,2390.53\nTransfer/sec:,"798.30KB\n"")",1,,,
99.38,261.31,1.81s,2385.11\nTransfer/sec:,"796.49KB\n"")",1,,,
122.08,335.1,2.09s,2395.26\nTransfer/sec:,"799.88KB\n"")",1,,,
37.41,26.03,302.59,2394.05\nTransfer/sec:,"799.48KB\n"")",0,,,
32.79,15.98,143.36,2406.44\nTransfer/sec:,"803.61KB\n"")",0,,,
280.33,692.51,3.44s,2408.35\nTransfer/sec:,"804.25KB\n"")",1,,,
324.86,768.39,3.43s,2422.05\nTransfer/sec:,"808.83KB\n"")",1,,,
310.63,713.5,3.47s,2418.36\nTransfer/sec:,"807.60KB\n"")",1,,,
202.21,536.99,4.33s,2421.25\nTransfer/sec:,"808.56KB\n"")",1,,,
141.41,350.47,2.90s,2413.72\nTransfer/sec:,"806.05KB\n"")",1,,,
33.77,17.09,146.3,2430.97\nTransfer/sec:,"811.81KB\n"")",0,,,
33.79,17.72,157.06,2436.96\nTransfer/sec:,"813.81KB\n"")",0,,,
97.75,267.28,1.79s,2442.72\nTransfer/sec:,"815.73KB\n"")",1,,,
135.51,338,1.98s,2444.73\nTransfer/sec:,"816.40KB\n"")",1,,,
96.19,272.42,3.31s,2450.53\nTransfer/sec:,"818.34KB\n"")",1,,,
148.41,370.41,3.41s,2457.59\nTransfer/sec:,"820.70KB\n"")",1,,,
66.34,227.63,1.85s,2412.64\nTransfer/sec:,"805.69KB\n"")",1,,,
42.29,27.96,345.6,2455.93\nTransfer/sec:,"820.14KB\n"")",0,,,
269.19,687.33,3.42s,2465.55\nTransfer/sec:,"823.36KB\n"")",1,,,
102.52,264.89,1.80s,2459.76\nTransfer/sec:,"821.42KB\n"")",1,,,
95.97,276.8,3.39s,2472.46\nTransfer/sec:,"825.66KB\n"")",1,,,
157.83,370.53,2.12s,2471.24\nTransfer/sec:,"825.26KB\n"")",1,,,
96.11,271.92,1.79s,2467.71\nTransfer/sec:,"824.08KB\n"")",1,,,
32.11,19.42,154.11,2463.53\nTransfer/sec:,"822.68KB\n"")",0,,,
59.76,114.56,1.27s,2449.41\nTransfer/sec:,"817.97KB\n"")",0,,,
33.93,19.55,139.01,2454.94\nTransfer/sec:,"819.81KB\n"")",0,,,
220.02,561.78,3.75s,2450.72\nTransfer/sec:,"818.41KB\n"")",1,,,
155.14,368.47,3.33s,2448.76\nTransfer/sec:,"817.75KB\n"")",1,,,
103.52,289.85,1.91s,2447.77\nTransfer/sec:,"817.42KB\n"")",1,,,
50.95,127.18,1.97s,2386.66\nTransfer/sec:,"797.01KB\n"")",0,,,
34.67,18.54,163.58,2453.49\nTransfer/sec:,"819.33KB\n"")",0,,,
47.18,26.92,350.98,2444.37\nTransfer/sec:,"816.28KB\n"")",0,,,
99.81,269.05,1.79s,2449.84\nTransfer/sec:,"818.11KB\n"")",1,,,
132.79,332.99,2.03s,2443.81\nTransfer/sec:,"816.10KB\n"")",1,,,
106.47,267.88,1.80s,2429.09\nTransfer/sec:,"811.18KB\n"")",1,,,
126.06,337.26,3.33s,2428.06\nTransfer/sec:,"810.84KB\n"")",1,,,
58.52,174.84,2.03s,2422.31\nTransfer/sec:,"808.92KB\n"")",0,,,
34.07,17.93,157.31,2417.17\nTransfer/sec:,"807.20KB\n"")",0,,,
63.29,181.88,2.11s,2413.95\nTransfer/sec:,"806.12KB\n"")",1,,,
98.98,268.34,1.80s,2413.15\nTransfer/sec:,"805.86KB\n"")",1,,,
117.8,304.93,2.01s,2408.32\nTransfer/sec:,"804.24KB\n"")",1,,,
116.44,298.4,1.97s,2405.21\nTransfer/sec:,"803.20KB\n"")",1,,,
174.76,396.13,2.13s,2400.30\nTransfer/sec:,"801.56KB\n"")",1,,,
89.66,246.87,2.19s,2322.09\nTransfer/sec:,"775.44KB\n"")",1,,,
33.6,16.04,136.58,2390.39\nTransfer/sec:,"798.26KB\n"")",0,,,
33.55,17.28,151.3,2385.60\nTransfer/sec:,"796.66KB\n"")",0,,,
105.6,264.37,1.81s,2374.28\nTransfer/sec:,"792.88KB\n"")",1,,,
91.01,262.56,1.80s,2373.64\nTransfer/sec:,"792.66KB\n"")",1,,,
96.66,303.72,3.31s,2365.83\nTransfer/sec:,"790.05KB\n"")",1,,,
103.34,302.07,2.53s,2359.04\nTransfer/sec:,"787.78KB\n"")",1,,,
31.22,23.73,496.64,2351.16\nTransfer/sec:,"785.15KB\n"")",0,,,
32.55,15.7,147.71,2343.14\nTransfer/sec:,"782.47KB\n"")",0,,,
102.9,258.85,1.78s,2334.79\nTransfer/sec:,"779.69KB\n"")",1,,,
96.95,265.77,1.79s,2338.08\nTransfer/sec:,"780.79KB\n"")",1,,,
131.43,382.56,2.77s,2324.32\nTransfer/sec:,"776.19KB\n"")",1,,,
91.06,260.32,1.79s,2324.53\nTransfer/sec:,"776.26KB\n"")",1,,,
266.06,697.82,3.43s,2313.97\nTransfer/sec:,"772.73KB\n"")",1,,,
40.31,74.76,1.01s,2306.30\nTransfer/sec:,"770.17KB\n"")",0,,,
33.36,16.14,168.58,2295.73\nTransfer/sec:,"766.64KB\n"")",0,,,
98.97,260.06,1.79s,2273.68\nTransfer/sec:,"759.28KB\n"")",1,,,
332.25,813.99,3.65s,2268.07\nTransfer/sec:,"757.40KB\n"")",1,,,
97.66,266.82,1.78s,2258.16\nTransfer/sec:,"754.09KB\n"")",1,,,
91.81,256.57,1.77s,2250.45\nTransfer/sec:,"751.52KB\n"")",1,,,
36.78,65.07,1.05s,2182.44\nTransfer/sec:,"728.80KB\n"")",0,,,
32.4,14.53,123.52,2237.46\nTransfer/sec:,"747.18KB\n"")",0,,,
198.18,572.24,3.42s,2224.07\nTransfer/sec:,"742.71KB\n"")",1,,,
99.6,267.51,1.80s,2228.51\nTransfer/sec:,"744.19KB\n"")",1,,,
198.82,574.53,3.41s,2217.56\nTransfer/sec:,"740.53KB\n"")",1,,,
86.08,253.92,1.80s,2207.91\nTransfer/sec:,"737.31KB\n"")",1,,,
155.86,384.76,2.05s,2195.03\nTransfer/sec:,"733.01KB\n"")",1,,,
32.17,14.85,130.94,2155.78\nTransfer/sec:,"719.90KB\n"")",0,,,
32.29,14.38,131.46,2172.63\nTransfer/sec:,"725.53KB\n"")",0,,,
90.21,257.07,1.80s,2164.53\nTransfer/sec:,"722.82KB\n"")",1,,,
120.82,315.59,2.00s,2156.51\nTransfer/sec:,"720.14KB\n"")",1,,,
120.91,303.76,2.77s,2141.67\nTransfer/sec:,"715.19KB\n"")",1,,,
233.56,625.89,3.46s,2133.18\nTransfer/sec:,"712.35KB\n"")",1,,,
100,294.75,2.99s,2130.77\nTransfer/sec:,"711.55KB\n"")",1,,,
32.02,13.86,126.34,2126.70\nTransfer/sec:,"710.19KB\n"")",0,,,
46.15,116.99,1.82s,2123.21\nTransfer/sec:,"709.02KB\n"")",0,,,
338.87,745.22,4.21s,2104.15\nTransfer/sec:,"702.66KB\n"")",1,,,
159.51,394.18,2.86s,2113.37\nTransfer/sec:,"705.73KB\n"")",1,,,
103.69,278.63,1.97s,2106.16\nTransfer/sec:,"703.33KB\n"")",1,,,
127.76,332.92,2.02s,2098.14\nTransfer/sec:,"700.65KB\n"")",1,,,
36.56,69.02,1.03s,2092.65\nTransfer/sec:,"698.82KB\n"")",0,,,
46.36,25.8,333.57,2080.96\nTransfer/sec:,"694.91KB\n"")",0,,,
242.6,658.56,3.47s,2081.73\nTransfer/sec:,"695.17KB\n"")",1,,,
138.95,431.06,3.39s,2073.03\nTransfer/sec:,"692.26KB\n"")",1,,,
81.71,250.21,1.84s,2078.62\nTransfer/sec:,"694.13KB\n"")",1,,,
137.32,342.38,3.32s,2072.93\nTransfer/sec:,"692.23KB\n"")",1,,,
83.52,278.58,2.04s,2043.26\nTransfer/sec:,"682.32KB\n"")",1,,,
31.61,11.64,131.46,2082.73\nTransfer/sec:,"695.50KB\n"")",0,,,
282.75,757.07,4.17s,2082.81\nTransfer/sec:,"695.53KB\n"")",1,,,
84.74,253.55,1.78s,2081.84\nTransfer/sec:,"695.20KB\n"")",1,,,
174.19,451.32,2.79s,2080.73\nTransfer/sec:,"694.83KB\n"")",1,,,
137.07,348.61,2.06s,2075.66\nTransfer/sec:,"693.14KB\n"")",1,,,
107.51,270.4,1.82s,2062.44\nTransfer/sec:,"688.73KB\n"")",1,,,
31.38,12.17,110.21,2061.96\nTransfer/sec:,"688.57KB\n"")",0,,,
31.72,13.48,118.46,2057.84\nTransfer/sec:,"687.19KB\n"")",0,,,
90.36,252.29,1.81s,2051.03\nTransfer/sec:,"684.92KB\n"")",1,,,
121.31,327.5,2.95s,2052.86\nTransfer/sec:,"685.52KB\n"")",1,,,
83.86,250.52,1.79s,2055.93\nTransfer/sec:,"686.55KB\n"")",1,,,
80.43,243.71,1.79s,2052.07\nTransfer/sec:,"685.26KB\n"")",1,,,
47.83,107.25,1.95s,2041.61\nTransfer/sec:,"681.77KB\n"")",0,,,
30.56,10.85,112.32,2042.20\nTransfer/sec:,"681.96KB\n"")",0,,,
137.92,477.4,3.40s,2038.10\nTransfer/sec:,"680.60KB\n"")",1,,,
86.64,248.49,1.83s,2034.22\nTransfer/sec:,"679.30KB\n"")",1,,,
324.78,749.96,3.60s,2028.77\nTransfer/sec:,"677.48KB\n"")",1,,,
445.37,907.25,4.01s,2026.25\nTransfer/sec:,"676.64KB\n"")",1,,,
154.81,380.04,2.78s,2004.27\nTransfer/sec:,"669.30KB\n"")",1,,,
33.99,49.61,980.99,2022.26\nTransfer/sec:,"675.31KB\n"")",0,,,
30.66,11.46,111.04,2020.18\nTransfer/sec:,"674.61KB\n"")",0,,,
86.41,258.85,3.32s,2021.42\nTransfer/sec:,"675.02KB\n"")",1,,,
205.74,557.69,3.41s,2021.29\nTransfer/sec:,"674.98KB\n"")",1,,,
122.45,330.86,2.76s,2023.28\nTransfer/sec:,"675.65KB\n"")",1,,,
289.55,679.24,3.50s,2016.66\nTransfer/sec:,"673.44KB\n"")",1,,,
27.64,19.66,489.47,1915.87\nTransfer/sec:,"639.82KB\n"")",0,,,
30.63,11.12,105.28,2020.66\nTransfer/sec:,"674.77KB\n"")",0,,,
38.46,19.44,300.03,2007.17\nTransfer/sec:,"670.27KB\n"")",0,,,
258.93,664.78,3.50s,2000.08\nTransfer/sec:,"667.91KB\n"")",1,,,
112.14,318.24,2.16s,1998.50\nTransfer/sec:,"667.39KB\n"")",1,,,
80.58,245.12,1.80s,1994.58\nTransfer/sec:,"666.09KB\n"")",1,,,
87.98,253.73,1.83s,1986.76\nTransfer/sec:,"663.48KB\n"")",1,,,
36.35,73.14,995.84,1979.95\nTransfer/sec:,"661.21KB\n"")",0,,,
30.37,10.34,95.42,1972.91\nTransfer/sec:,"658.87KB\n"")",0,,,
30.01,9.78,87.81,1971.01\nTransfer/sec:,"658.24KB\n"")",0,,,
267.59,671.83,3.42s,1970.09\nTransfer/sec:,"657.93KB\n"")",1,,,
103.55,289.93,1.86s,1969.24\nTransfer/sec:,"657.65KB\n"")",1,,,
80.85,247.19,1.87s,1966.24\nTransfer/sec:,"656.64KB\n"")",1,,,
81.32,242.8,1.81s,1959.35\nTransfer/sec:,"654.34KB\n"")",1,,,
78.59,251.5,2.05s,1898.70\nTransfer/sec:,"634.09KB\n"")",1,,,
36.93,17.03,258.18,1942.50\nTransfer/sec:,"648.72KB\n"")",0,,,
225.13,621.26,3.50s,1938.08\nTransfer/sec:,"647.24KB\n"")",1,,,
226.57,620.9,3.97s,1940.40\nTransfer/sec:,"648.02KB\n"")",1,,,
115.45,346.97,3.38s,1925.26\nTransfer/sec:,"642.96KB\n"")",1,,,
266.35,695.78,4.26s,1926.66\nTransfer/sec:,"643.43KB\n"")",1,,,
79.28,252.67,3.31s,1922.65\nTransfer/sec:,"642.09KB\n"")",1,,,
40.59,19.5,303.87,1913.04\nTransfer/sec:,"638.88KB\n"")",0,,,
30.44,9.77,75.39,1916.78\nTransfer/sec:,"640.13KB\n"")",0,,,
110.26,308.47,2.00s,1913.80\nTransfer/sec:,"639.13KB\n"")",1,,,
