11.9713261, 108322816.0, 0, 0, 2925.584094147461, 2916.80633740718,10.1968374, 114782208.0, 0, 0.940653561189023, 2924.598930737571, 2912.06270460271,8.9852733, 118362112.0, 0, 0, 2924.681307659937, 2919.6626236325,11.8399019, 77766656.0, 0, 0, 2927.8619303729215, 2917.82643009039,10.6051329, 47964160.0, 0, 2.11672338357218, 2929.291481839169, 2919.25110216969,
11.038346, 107937792.0, 0, 1.82527126268246, 3748.01372158188, 3741.3108654479,9.0328431, 114290688.0, 0, 6.4871693768184, 3749.83886450688, 3743.13474257987,8.1434508, 118345728.0, 0, 7.44431690562635, 3745.78347186614, 3739.07860884967,10.8684728, 77295616.0, 0, 8.50798384536891, 3746.78247745824, 3741.19360144771,10.1922077, 47546368.0, 0, 6.38500295894242, 3749.77106206346, 3743.06706135656,
16.6935109, 107872256.0, 0, 0, 4597.88289905398, 4590.30278122699,13.1541094, 114192384.0, 0, 0, 4599.79029571727, 4592.21238748709,13.0495941, 118427648.0, 0, 0, 4596.26802496393, 4590.8466189425,16.1804034, 77176832.0, 0, 1.89438729551733, 4598.75758929802, 4592.25451469613,14.8486887, 47366144.0, 0, 0, 4596.44494745107, 4587.77649870529,
15.9792375, 107769856.0, 0, 0, 5473.06843529289, 5470.74490804377,14.8390321, 114155520.0, 0, 0, 5473.56931152635, 5470.08518083792,13.1401437, 118362112.0, 0, 0, 5469.91466833578, 5468.75308102036,17.2769619, 77049856.0, 0, 0, 5474.5709163998, 5469.92357266771,15.7790206, 47276032.0, 0, 0, 5474.384974769197, 5471.50954315702,
94.1240756, 225738752.0, 0, 0, 13169.79038609767, 13165.824031439759,62.75235000000001, 234123264.0, 0, 0, 13184.40373316246, 13176.46670130159,45.011102199999996, 231743488.0, 0, 0, 13165.549811501129, 13163.56585283827,151.9143082, 145350656.0, 0, 0, 13190.129224397278, 13182.19213043265,41.500646599999996, 93302784.0, 0, 0, 13177.394954303829, 13173.42732405175,
80.914694, 225124352.0, 0, 0, 12019.88247436902, 12002.46976297472,60.980207699999994, 233623552.0, 0, 0, 11620.584015928729, 11611.06608495576,40.9637521, 231776256.0, 0, 0, 11623.79199814628, 11617.44477912649,139.9799271, 144670720.0, 0, 0, 11613.23853652955, 11613.23872233695,37.9617111, 92901376.0, 0, 0, 11630.8634401077, 11619.227286537029,
84.4191279, 224948224.0, 0, 0, 12263.193190657417, 12236.084212836438,64.7876383, 233381888.0, 0, 0, 12251.585836742513, 12227.183862507609,44.8242294, 231743488.0, 0, 0, 12247.48601996589, 12232.12372219035,143.0604323, 144068608.0, 0, 0, 12229.279817113918, 12204.87614558494,39.8420411, 92618752.0, 0, 0, 12251.358647374404, 12222.44047381987,
90.9722744, 224686080.0, 0, 0, 12467.202533118116, 12446.5915992455,66.9719265, 233058304.0, 0, 0, 12456.774985108048, 12437.16581682886,46.19873990000001, 231727104.0, 0, 2.99077713349585, 12447.638182927654, 12433.9096416777,146.37258880000002, 143798272.0, 0, 0, 12456.64351908938, 12439.03126286678,41.4572583, 92254208.0, 0, 0, 12457.653453537983, 12439.04857254796,
96.9572344, 224464896.0, 0, 0, 12591.137328009721, 12580.443983755209,71.3435443, 232620032.0, 0, 0, 12604.446102729718, 12589.872623066949,105.47607860000001, 286642176.0, 8.63426065279603, 0, 12603.284540790002, 12596.48185408175,149.1264324, 143572992.0, 0, 0, 12603.168980747407, 12594.42450570144,41.427212, 92188672.0, 0, 0, 12604.16056919329, 12592.49470751584,
100.9303654, 224153600.0, 0, 0, 13751.0578570216, 13741.2938819115,72.2701732, 232194048.0, 0, 0, 13751.67619973795, 13737.5714402574,58.5831571, 233979904.0, 0, 0, 13749.79353351204, 13741.11521554238,155.77192409999998, 142950400.0, 0, 0, 13751.089824157301, 13727.20584064199,69.7536942, 91623424.0, 0, 0, 13743.67300032837, 13730.65275399008,
98.3306514, 223825920.0, 0, 1.96057788956737, 13143.67094038914, 13126.18241173563,71.4675918, 231772160.0, 0, 1.04954892775623, 13154.60803911428, 13136.133099357321,58.5352277, 234045440.0, 0, 0, 13153.51658565006, 13139.90785314638,152.0505326, 142843904.0, 0, 0, 13158.20911323489, 13145.56346676603,42.880266899999995, 91414528.0, 0, 0, 13157.57317999931, 13141.04402188066,
103.140164, 223780864.0, 0, 0, 13249.22862213627, 13233.81073598201,75.1870086, 231817216.0, 0, 0, 13247.64512504201, 13231.30244712573,61.857603399999995, 233963520.0, 0, 0, 13247.67994023869, 13238.60102750143,153.41563100000002, 142618624.0, 0, 0, 13241.56512986691, 13234.30071892338,42.9421607, 91406336.0, 0, 0, 13247.36517078162, 13231.92959568753,
129.8269324, 223563776.0, 0, 2.04974083394973, 13154.56167512992, 13133.31075913466,74.2997723, 231776256.0, 0, 0, 13152.992366104887, 13130.68112881583,61.0548555, 234094592.0, 0, 0, 13153.811195076636, 13138.93681667917,155.91675379999998, 142573568.0, 0, 0, 13152.903066003282, 13123.152553583841,69.9240602, 91299840.0, 0, 0, 13155.62297719509, 13134.373138536379,
103.388003, 223719424.0, 0, 0, 13277.732643647276, 13264.868067644671,75.1840651, 231882752.0, 0, 0, 13259.531876718873, 13242.9923849124,62.9489922, 233914368.0, 0, 34.3810193271407, 13266.643117721083, 13251.938449987709,158.9005048, 142602240.0, 0, 0, 13269.816628185537, 13241.350107666109,78.9021212, 91205632.0, 0, 0, 13268.50210827068, 13251.04704998462,
103.8367892, 223621120.0, 0, 0, 13502.39602921519, 13488.350450479971,93.4329743, 231895040.0, 0, 0, 13224.886204559562, 13212.63610378445,63.0852696, 234029056.0, 0, 0, 13227.586058927005, 13218.163306644929,154.30662869999998, 142626816.0, 0, 0, 13229.433689985904, 13213.379169733049,58.91327819999999, 91279360.0, 0, 0, 13226.658688762538, 13209.68823386773,
102.3508593, 223571968.0, 0, 0, 13010.76308043272, 13002.68919819692,74.5809553, 231362560.0, 0, 0, 13018.66733503291, 13007.56661779309,61.3461048, 234012672.0, 0, 0, 13015.77984178396, 13012.754169311971,154.8608527, 142663680.0, 0, 0, 13009.93384531128, 13006.90814931447,55.3517725, 91287552.0, 0, 0, 13016.89390553235, 13006.80480939906,
118.6800442, 225853440.0, 0, 0, 13125.923568076028, 13105.52030749906,108.7450595, 283680768.0, 0.957948888083063, 1.06152608855396, 13113.542905949225, 13097.7823964277,46.6489588, 233852928.0, 0, 0, 13103.584305665365, 13095.238703363331,152.049789, 145956864.0, 0, 0, 13100.898925124917, 13084.205086273501,41.4718031, 93589504.0, 0, 2.0183973369637, 13102.882127473807, 13089.898935722471,
21.0767321, 226029568.0, 0, 20.3378416772816, 29.074653922669157, 1.07670722536095,51.824834300000006, 236134400.0, 36.37655798316141, 33.674896605180805, 27.36576684268882, 0.972251845984381,13.5290229, 233717760.0, 0, 7.1597396601706, 23.82372449147272, 4.90178391050914,8.7605361, 145960960.0, 8.24911205349446, 36.695490385531, 28.29847813213529, 0,132.555728, 125526016.0, 162.081910870008, 106.7431700699382, 28.25506672312293, 0,
1.0359634, 108109824.0, 0, 0, 14.215558192012566, 0,1.0152874, 113934336.0, 0, 0, 14.220346487194542, 0,1.0123138, 118517760.0, 0, 0, 13.349943983376908, 3.40244500593392,1.0252424, 73334784.0, 0, 0, 15.31403598570253, 0,2.0426695, 125706240.0, 0, 0, 28.37767651084789, 0,
